"provider_id","Hospital","City","County","Heart Attack Mortality Rate","Heart Attack Mortality Versus National Rate","Heart Attack Readmission Rate","Heart Attack Readmission Rate Versus National Rate","Heart Failure Mortality Rate","Heart Failure Mortality Versus National Rate","Heart Failure Readmission Rate","Heart Failure Readmission Rate Versus National Rate"
"450651","MEDICAL CENTER OF PLANO","PLANO","COLLIN","15.3","No Different","18.6","No Different","12.7","No Different","25.8","No Different"
"450653","SCENIC MOUNTAIN MEDICAL CENTER","BIG SPRING","HOWARD","16.6","No Different","18.4","No Different","16.3","Worse","25.1","No Different"
"450654","STARR COUNTY MEMORIAL HOSPITAL","RIO GRANDE CITY","STARR","15.9","No Different","18.0","No Different","10.9","No Different","24.4","No Different"
"450656","NACOGDOCHES MEDICAL CENTER","NACOGDOCHES","NACOGDOCHES","16.7","No Different","18.7","No Different","14.3","No Different","25.7","No Different"
"450658","EAST TEXAS MEDICAL CENTER - FAIRFIELD","FAIRFIELD","FREESTONE","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","9.9","No Different","22.7","No Different"
"450659","PARK PLAZA HOSPITAL","HOUSTON","HARRIS","14.3","No Different","17.1","No Different","9.5","No Different","20.7","No Different"
"450661","ODESSA REGIONAL HOSPITAL","ODESSA","ECTOR","14.9","No Different","17.6","No Different","11.7","No Different","25.9","No Different"
"450662","VALLEY REGIONAL MEDICAL CENTER","BROWNSVILLE","CAMERON","15.1","No Different","17.1","No Different","10.0","No Different","26.4","No Different"
"450668","SIERRA MEDICAL CENTER","EL PASO","EL PASO","18.5","No Different","16.7","No Different","12.8","No Different","20.9","No Different"
"450669","MEDICAL CENTER OF LEWISVILLE","LEWISVILLE","DENTON","15.4","No Different","20.6","No Different","11.7","No Different","26.3","No Different"
"45066F","DALLAS VA MEDICAL CENTER - VA NORTH TEXAS","DALLAS","DALLAS","12.9","No Different","21.5","No Different","10.3","No Different","29.6","Worse"
"450670","TOMBALL REGIONAL MEDICAL CENTER","TOMBALL","HARRIS","14.1","No Different","17.7","No Different","9.6","No Different","20.5","No Different"
"450672","PLAZA MEDICAL CENTER OF FORT WORTH","FORT WORTH","TARRANT","16.6","No Different","18.7","No Different","12.5","No Different","21.6","No Different"
"450674","WOMANS HOSPITAL OF TEXAS,THE","HOUSTON","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450675","MEDICAL CENTER OF ARLINGTON","ARLINGTON","TARRANT","16.8","No Different","19.3","No Different","11.8","No Different","23.7","No Different"
"450677","HUGULEY MEMORIAL MEDICAL CENTER","BURLESON","JOHNSON","13.3","No Different","16.6","No Different","10.6","No Different","22.3","No Different"
"450678","DOCTORS HOSPITAL","DALLAS","DALLAS","14.7","No Different","18.2","No Different","11.3","No Different","21.9","No Different"
"450684","MEMORIAL HERMANN NORTHEAST","HUMBLE","HARRIS","16.4","No Different","17.8","No Different","12.5","No Different","24.9","No Different"
"450686","UNIVERSITY MEDICAL CENTER","LUBBOCK","LUBBOCK","16.8","No Different","19.7","No Different","11.1","No Different","22.4","No Different"
"450688","DALLAS REGIONAL MEDICAL CENTER","MESQUITE","DALLAS","19.6","Worse","18.7","No Different","11.5","No Different","25.1","No Different"
"450690","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","TYLER","SMITH","15.6","No Different","18.1","No Different","10.0","No Different","22.2","No Different"
"450694","EL CAMPO MEMORIAL HOSPITAL","EL CAMPO","WHARTON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.4","No Different","24.3","No Different"
"450697","SOUTHWEST GENERAL HOSPITAL","SAN ANTONIO","BEXAR","15.3","No Different","17.9","No Different","9.7","No Different","22.4","No Different"
"450698","LAMB HEALTHCARE CENTER","LITTLEFIELD","LAMB","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450702","LONGVIEW REGIONAL MEDICAL CENTER","LONGVIEW","GREGG","16.8","No Different","18.8","No Different","12.5","No Different","22.7","No Different"
"450709","CHRISTUS ST JOHN HOSPITAL","NASSAU BAY","HARRIS","15.8","No Different","18.3","No Different","12.0","No Different","24.2","No Different"
"450711","RIO GRANDE REGIONAL HOSPITAL","MCALLEN","HIDALGO","12.9","No Different","19.7","No Different","9.3","Better","22.1","No Different"
"450713","ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","AUSTIN","TRAVIS","16.4","No Different","20.0","No Different","13.9","No Different","23.4","No Different"
"450716","CYPRESS FAIRBANKS MEDICAL CENTER","HOUSTON","HARRIS","11.2","Better","18.2","No Different","9.0","No Different","21.7","No Different"
"450718","ROUND ROCK MEDICAL CENTER","ROUND ROCK","WILLIAMSON","16.1","No Different","18.1","No Different","10.4","No Different","20.9","No Different"
"450723","METHODIST CHARLTON MEDICAL CENTER","DALLAS","DALLAS","16.1","No Different","19.2","No Different","11.9","No Different","19.9","Better"
"450730","BAYLOR MEDICAL CENTER AT CARROLLTON","CARROLLTON","DENTON","15.4","No Different","18.4","No Different","12.7","No Different","22.6","No Different"
"450742","LAKE POINTE MEDICAL CENTER","ROWLETT","DALLAS","16.9","No Different","18.5","No Different","14.5","No Different","22.5","No Different"
"450743","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","DENTON","DENTON","16.2","No Different","20.7","No Different","11.1","No Different","20.2","No Different"
"450746","KNOX COUNTY HOSPITAL","KNOX CITY","KNOX","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450747","PALESTINE REGIONAL MEDICAL CENTER","PALESTINE","ANDERSON","16.4","No Different","18.0","No Different","11.6","No Different","21.6","No Different"
"450749","EAST TEXAS MEDICAL CENTER TRINITY","TRINITY","TRINITY","Not Available","Not Available","Not Available","Not Available","9.3","No Different","24.5","No Different"
"45074F","HOUSTON VA MEDICAL CENTER","HOUSTON","HARRIS","12.5","No Different","20.9","No Different","9.3","Better","24.0","No Different"
"450754","HAMILTON GENERAL HOSPITAL","HAMILTON","HAMILTON","16.1","No Different","Not Available","Number of Cases Too Small","10.4","No Different","23.5","No Different"
"450755","COVENANT HOSPITAL LEVELLAND","LEVELLAND","HOCKLEY","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.8","No Different","22.7","No Different"
"450766","UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","DALLAS","DALLAS","Not Available","Number of Cases Too Small","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450770","CENTRAL TEXAS HOSPITAL","CAMERON","MILAM","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","PLANO","COLLIN","15.1","No Different","19.3","No Different","12.5","No Different","23.7","No Different"
"450779","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","FORT WORTH","TARRANT","15.6","No Different","17.9","No Different","10.7","No Different","20.7","No Different"
"450774","TOPS SURGICAL SPECIALTY HOSPITAL","HOUSTON","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450775","KINGWOOD MEDICAL CENTER","KINGWOOD","HARRIS","15.3","No Different","17.4","No Different","9.9","No Different","24.1","No Different"
"450780","METHODIST AMBULATORY SURGERY HOSPITAL NW","SAN ANTONIO","BEXAR","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450788","CORPUS CHRISTI MEDICAL CENTER,THE","CORPUS CHRISTI","NUECES","17.9","No Different","20.6","No Different","11.2","No Different","21.4","No Different"
"450795","ST ANTHONY'S HOSPITAL","HOUSTON","HARRIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","23.2","No Different"
"450796","NORTHWEST TEXAS SURGERY CENTER","AMARILLO","RANDALL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450797","HOUSTON HOSPITAL FOR SPECIALIZED SURGERY","HOUSTON","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450801","CHRISTUS ST MICHAEL HEALTH SYSTEM","TEXARKANA","BOWIE","16.6","No Different","19.2","No Different","12.1","No Different","22.1","No Different"
"450803","DOCTORS HOSPITAL TIDWELL","HOUSTON","HARRIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.9","No Different","22.4","No Different"
"450804","TEXAS ORTHOPEDIC HOSPITAL","HOUSTON","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450808","NORTHWEST HILLS SURGICAL HOSPITAL","AUSTIN","TRAVIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450809","NORTH AUSTIN MEDICAL CENTER","AUSTIN","TRAVIS","15.1","No Different","17.1","No Different","11.4","No Different","21.1","No Different"
"450820","METHODIST SUGAR LAND HOSPITAL","SUGAR LAND","FORT BEND","14.6","No Different","18.0","No Different","10.0","No Different","23.5","No Different"
"450822","LAS COLINAS MEDICAL CENTER","IRVING","DALLAS","16.2","No Different","18.9","No Different","11.1","No Different","22.0","No Different"
"450825","CORNERSTONE REGIONAL HOSPITAL","EDINBURG","HIDALGO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small"
"450827","KELL WEST REGIONAL HOSPITAL","WICHITA FALLS","WICHITA","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","13.3","No Different","22.0","No Different"
"450828","CHRISTUS SPOHN HOSPITAL ALICE","ALICE","JIM WELLS","15.7","No Different","17.7","No Different","10.4","No Different","21.7","No Different"
"450831","SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON","PASADENA","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450832","CHRISTUS ST CATHERINE HOSPITAL","KATY","HARRIS","14.1","No Different","19.5","No Different","10.8","No Different","23.0","No Different"
"450833","ENNIS REGIONAL MEDICAL CENTER","ENNIS","ELLIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.0","No Different","24.2","No Different"
"450834","PHYSICIANS CENTRE,THE","BRYAN","BRAZOS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450840","TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","ALLEN","COLLIN","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.4","No Different","23.7","No Different"
"450844","METHODIST WILLOWBROOK HOSPITAL","HOUSTON","HARRIS","12.7","No Different","18.2","No Different","10.6","No Different","24.4","No Different"
"450845","EL PASO SPECIALTY HOSPITAL","EL PASO","EL PASO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450847","MEMORIAL HERMANN KATY HOSPITAL","KATY","HARRIS","16.6","No Different","19.1","No Different","12.9","No Different","21.6","No Different"
"450848","MEMORIAL HERMANN SUGAR LAND HOSPITAL","SUGAR LAND","FORT BEND","15.2","No Different","Not Available","Number of Cases Too Small","11.9","No Different","24.3","No Different"
"450851","BAYLOR HEART AND VASCULAR HOSPITAL","DALLAS","DALLAS","14.5","No Different","15.2","Better","10.9","No Different","21.7","No Different"
"450853","BAYLOR MEDICAL CENTER AT FRISCO","FRISCO","COLLIN","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450855","HARLINGEN MEDICAL CENTER","HARLINGEN","CAMERON","15.3","No Different","18.3","No Different","10.8","No Different","22.7","No Different"
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","SAN ANTONIO","BEXAR","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450860","SUGAR LAND SURGICAL HOSPITAL LLP","SUGAR LAND","FORT BEND","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450862","ST LUKE'S THE WOODLANDS HOSPITAL","THE WOODLANDS","MONTGOMERY","15.9","No Different","18.0","No Different","13.0","No Different","22.1","No Different"
"450864","TEXAS SPINE AND JOINT HOSPITAL","TYLER","SMITH","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450865","SETON SOUTHWEST HOSPITAL","AUSTIN","TRAVIS","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450867","SETON  NORTHWEST HOSPITAL","AUSTIN","TRAVIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","9.0","No Different","21.9","No Different"
"450869","DOCTORS HOSPITAL AT RENAISSANCE","EDINBURG","HIDALGO","13.9","No Different","17.9","No Different","10.8","No Different","23.7","No Different"
"45086F","TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS","TEMPLE","BELL","15.0","No Different","21.1","No Different","10.6","No Different","24.2","No Different"
"450871","ARISE AUSTIN MEDICAL CENTER","AUSTIN","TRAVIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450872","USMD HOSPITAL AT ARLINGTON L P","ARLINGTON","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450874","BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","IRVING","DALLAS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450875","QUAIL CREEK SURGICAL HOSPITAL","AMARILLO","POTTER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450876","LUBBOCK HEART HOSPITAL LP","LUBBOCK","LUBBOCK","14.0","No Different","16.6","No Different","10.4","No Different","24.0","No Different"
"450877","FOUNDATION SURGICAL HOSPITAL OF EL PASO","EL PASO","EL PASO","14.2","No Different","18.9","No Different","12.0","No Different","23.5","No Different"
"450880","BAYLOR SURGICAL HOSPITAL AT FORT WORTH","FORT WORTH","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","TROPHY CLUB","DENTON","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"450884","EAST TEXAS MEDICAL CENTER - GILMER","GILMER","UPSHUR","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.4","No Different","22.7","No Different"
"450885","CENTENNIAL MEDICAL CENTER","FRISCO","COLLIN","18.2","No Different","19.3","No Different","10.8","No Different","22.8","No Different"
"450888","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","SOUTHLAKE","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450889","TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","DALLAS","DALLAS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450890","BAYLOR REGIONAL MEDICAL CENTER AT PLANO","PLANO","COLLIN","14.8","No Different","18.4","No Different","12.4","No Different","23.2","No Different"
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","PLANO","COLLIN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450893","THE HEART HOSPITAL BAYLOR DENTON","DENTON","DENTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450894","PINE CREEK MEDICAL CENTER LLP","DALLAS","DALLAS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"45090F","SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS","SAN ANTONIO","BEXAR","16.0","No Different","17.8","No Different","10.1","No Different","26.5","Worse"
"451301","REAGAN MEMORIAL HOSPITAL","BIG LAKE","REAGAN","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451302","GOOD SHEPHARD MEDICAL CENTER-LINDEN","LINDEN","CASS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","13.6","No Different","23.7","No Different"
"451303","LIMESTONE MEDICAL CENTER","GROESBECK","LIMESTONE","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.2","No Different","22.3","No Different"
"451305","BURLESON ST JOSEPH HEALTH CENTER","CALDWELL","BURLESON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451308","YOAKUM COUNTY HOSPITAL","DENVER CITY","YOAKUM","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.7","No Different","23.1","No Different"
"451309","MCCAMEY HOSPITAL","MCCAMEY","UPTON","Not Available","Number of Cases Too Small","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451310","BALLINGER MEMORIAL HOSPITAL","BALLINGER","RUNNELS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.9","No Different","22.4","No Different"
"451311","SWEENY COMMUNITY HOSPITAL","SWEENY","BRAZORIA","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","22.0","No Different"
"451313","FISHER COUNTY HOSPITAL DISTRICT","ROTAN","FISHER","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451315","NORTH RUNNELS HOSPITAL","WINTERS","RUNNELS","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451316","MADISON ST JOSEPH HEALTH CENTER","MADISONVILLE","MADISON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.9","No Different","22.5","No Different"
"451319","MOTHER FRANCES HOSPITAL JACKSONVILLE","JACKSONVILLE","CHEROKEE","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.5","No Different","21.9","No Different"
"451320","BAYSIDE COMMUNITY HOSPITAL","ANAHUAC","CHAMBERS","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451321","HUNT REGIONAL COMMUNITY HOSPITAL","COMMERCE","HUNT","Not Available","Number of Cases Too Small","Not Available","Not Available","14.8","No Different","23.8","No Different"
"451322","GRIMES ST JOSEPH HEALTH CENTER","NAVASOTA","GRIMES","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.1","No Different","23.1","No Different"
"451323","ROLLINS BROOK COMMUNITY HOSPITAL","LAMPASAS","LAMPASAS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.2","No Different","22.3","No Different"
"451326","CHILLICOTHE HOSPITAL DISTRICT","CHILLICOTHE","HARDEMAN","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451330","MEDINA REGIONAL HOSPITAL","HONDO","MEDINA","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.2","No Different","24.1","No Different"
"451331","COON MEMORIAL HOSPITAL","DALHART","DALLAM","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.8","No Different","25.1","No Different"
"451333","MARTIN COUNTY HOSPITAL DISTRICT","STANTON","MARTIN","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451334","PARKVIEW HOSPITAL","WHEELER","WHEELER","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451337","W J MANGOLD MEMORIAL HOSPITAL","LOCKNEY","FLOYD","Not Available","Number of Cases Too Small","Not Available","Not Available","11.7","No Different","22.1","No Different"
"451341","HASKELL MEMORIAL HOSPITAL","HASKELL","HASKELL","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451342","MITCHELL COUNTY HOSPITAL DISTRICT","COLORADO CITY","MITCHELL","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.1","No Different","22.9","No Different"
"451343","ELECTRA MEMORIAL HOSPITAL","ELECTRA","WICHITA","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","21.9","No Different"
"451344","HANSFORD COUNTY HOSPITAL","SPEARMAN","HANSFORD","Not Available","Number of Cases Too Small","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451346","YOAKUM COMMUNITY HOSPITAL","YOAKUM","DE WITT","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.2","No Different","24.8","No Different"
"451347","COLEMAN COUNTY MEDICAL CENTER COMPANY","COLEMAN","COLEMAN","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.6","No Different","24.2","No Different"
"451349","SWISHER MEMORIAL HOSPITAL","TULIA","SWISHER","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.5","No Different","23.3","No Different"
"451350","PLAINS MEMORIAL HOSPITAL","DIMMITT","CASTRO","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.2","No Different","21.5","No Different"
"451351","LYNN COUNTY HOSPITAL DISTRICT","TAHOKA","LYNN","Not Available","Number of Cases Too Small","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451353","CRANE COUNTY HOSPITAL DISTRICT","CRANE","CRANE","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.9","No Different","22.0","No Different"
"451354","HAMILTON HOSPITAL","OLNEY","YOUNG","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.4","No Different","23.4","No Different"
"451356","MEMORIAL MEDICAL CENTER","PORT LAVACA","CALHOUN","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.3","No Different","21.6","No Different"
"451357","LITTLE RIVER HEALTHCARE","ROCKDALE","MILAM","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","23.2","No Different"
"451361","SABINE COUNTY HOSPITAL","HEMPHILL","SABINE","Not Available","Number of Cases Too Small","Not Available","Not Available","14.8","No Different","23.4","No Different"
"451363","JACKSON HEALTHCARE CENTER","EDNA","JACKSON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.5","No Different","24.6","No Different"
"451364","OTTO KAISER MEMORIAL HOSPITAL","KENEDY","KARNES","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","13.8","No Different","23.9","No Different"
"451365","SETON HIGHLAND LAKES","BURNET","BURNET","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.1","No Different","22.8","No Different"
"451366","COCHRAN MEMORIAL HOSPITAL","MORTON","COCHRAN","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"451367","EAST TEXAS MEDICAL CENTER PITTSBURG","PITTSBURG","CAMP","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.9","No Different","22.2","No Different"
"451369","GOLDEN PLAINS COMMUNITY HOSPITAL","BORGER","HUTCHINSON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","13.3","No Different","22.1","No Different"
"451370","RED RIVER REGIONAL HOSPITAL","BONHAM","FANNIN","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.9","No Different","22.4","No Different"
"451371","SETON EDGAR B DAVIS HOSPITAL","LULING","CALDWELL","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.9","No Different","22.2","No Different"
"451372","MULESHOE AREA MEDICAL CENTER","MULESHOE","BAILEY","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.3","No Different","21.5","No Different"
"451373","WARD MEMORIAL HOSPITAL","MONAHANS","WARD","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.3","No Different","21.3","No Different"
"451374","SCOTT & WHITE HOSPITAL-TAYLOR","TAYLOR","WILLIAMSON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.9","No Different","23.0","No Different"
"451376","LAVACA MEDICAL CENTER","HALLETTSVILLE","LAVACA","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.2","No Different","22.1","No Different"
"451377","REEVES COUNTY HOSPITAL DISTRICT","PECOS","REEVES","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.5","No Different","25.7","No Different"
"451378","BIG BEND REGIONAL MEDICAL CENTER","ALPINE","BREWSTER","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.4","No Different","23.8","No Different"
"451379","CORYELL MEMORIAL HEALTHCARE SYSTEM","GATESVILLE","CORYELL","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.3","No Different","24.2","No Different"
"451380","EAST TEXAS MEDICAL CENTER QUITMAN","QUITMAN","WOOD","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.9","No Different","21.8","No Different"
"453300","COOK CHILDRENS MEDICAL CENTER","FORT WORTH","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"453301","DRISCOLL CHILDRENS HOSPITAL","CORPUS CHRISTI","NUECES","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"453310","DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS","AUSTIN","TRAVIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670002","UNIVERSITY GENERAL HOSPITAL DALLAS","DALLAS","DALLAS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.0","No Different","24.0","No Different"
"670004","ST MARKS MEDICAL CENTER","LA GRANGE","FAYETTE","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.8","No Different","24.1","No Different"
"670005","MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD","KINGWOOD","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670006","THE HOSPITAL AT WESTLAKE MEDICAL CENTER","AUSTIN","TRAVIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","12.1","No Different","22.4","No Different"
"670008","HOUSTON PHYSICIANS' HOSPITAL","WEBSTER","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670010","MAYHILL HOSPITAL","DENTON","DENTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670012","HOUSTON ORTHOPEDIC AND SPINE HOSPITAL","BELLAIRE","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670018","DOCTORS DIAGNOSTIC HOSPITAL","CLEVELAND","LIBERTY","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"670019","UNIVERSITY GENERAL HOSPITAL","HOUSTON","HARRIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.6","No Different","21.7","No Different"
"670021","INNOVA HOSPITAL SAN ANTONIO","SAN ANTONIO","BEXAR","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670023","METHODIST MANSFIELD MEDICAL CENTER","MANSFIELD","TARRANT","14.3","No Different","17.5","No Different","12.1","No Different","20.5","No Different"
"670024","NORTH CYPRESS MEDICAL CENTER","CYPRESS","HARRIS","15.0","No Different","15.9","No Different","11.0","No Different","21.3","No Different"
